Gene Symbols,20-29,30-39,40-49,50-59,60-69,70-79
AC073957.15,0,0.185081240768095,0.308389955686854,0.269205098747196,0.18369768586903,0.155908419497784
GPR146,0.491573155409211,0.200424591655474,0.608215511555921,0.307468705220102,0.383288078122592,0.334136302586543
AC091729.7,0.617701290719115,0.315918869084204,0.172341733251383,0.223064490427736,0.277361196476132,0.213767670559312
AC091729.8,0,0,0.0392259414225941,0.142963469584808,0.0761244769874477,0
GPER1,0.36198738170347,0.549259888376607,0.408267950066057,0.438957123924365,0.498411591037774,0.273938364474642
ZFAND2A,NA,0.257219904345172,0.422356772158339,0.401487398663546,0.361706372706845,0.376045588684237
AC091729.9,0.259681734966906,0.346430080270384,0.463643618269727,0.44968205994822,0.396876026850678,0.423496690606957
UNCX,1,0.0410354223433242,0.296643051771117,0.254506575050349,0.305206557088863,0.184381471389646
AC073094.4,0,0,0.111111111111111,0.0285480684063501,0.0812666076173605,0.160850310008857
MICALL2,0.448828456962486,0.282445064950832,0.589575492695561,0.469951096210657,0.493035490267492,0.648739427785197
AC102953.4,NA,0.286023973476154,0.195698376264558,0.274079741562527,0.211352171488595,0.154705432287682
RP11-1246C19.1,NA,0.347467951380236,0.484314865575768,0.38427887144558,0.394547023249707,0.415510701331783
INTS1,NA,0.293752212389381,0.485900884955752,0.443294758339006,0.450978674017119,0.456495575221239
AC102953.6,NA,0,0.244339622641509,0.112042860470533,0.103293891909178,0
MAFK,0.132894938063924,0.621597339042667,0.406913221525548,0.387412213111861,0.355211781420657,0.256327420094816
TMEM184A,0.132973944294699,0.176999101527403,0.374168912848158,0.298102840555671,0.304560116654147,0.237758310871518
PSMG3,NA,0.410791745169347,0.412456732243789,0.441438899355913,0.418609976071111,0.355825263988082
PSMG3-AS1,NA,0.516298402975279,0.490094557475874,0.456493027702829,0.49220188989492,0.527980748195143
TFAMP1,0.585582620144832,0,0.277847267939434,0.237887986735913,0.24638729103487,0.162541145490454
AC074389.5,0,0,0.0666240409207161,0.151416122004357,0.0309873949579832,0.190281329923274
ELFN1,0.500803903088097,0.0905250318789156,0.301031213616455,0.307336770712055,0.34551289732396,0.268452625159395
AC074389.7,0,0,0.16467803030303,0.158471736596737,0.19207702020202,0.0810606060606061
AC074389.6,NA,0.323214285714286,0.226071428571429,0.0345467032967033,0.136855971896956,0.20625
ELFN1-AS1,0.204872389791183,0.0524361948955916,0.143828306264501,0.196064965197216,0.260136065122498,0.15046403712297
MAD1L1,0.958864027538726,0.302323580034423,0.444941671447695,0.426261088309281,0.465751485203487,0.420034423407917
AC110781.3,0.419576416714368,0.264167143674871,0.277904979965655,0.385041022705591,0.430060554936282,0.396794504865484
MRM2,NA,0.472698496438934,0.586271578885665,0.543450863155427,0.499703785064713,0.544025323133738
NUDT1,0.588127069790261,0.31442413835398,0.437112446679477,0.438157279074733,0.398755059487305,0.270145958542868
SNX8,NA,0.515565211751735,0.458546814536178,0.432391013492252,0.434886576887753,0.484428302743369
EIF3B,NA,0.276160924459662,0.469790997931379,0.486664923001324,0.485565672393917,0.468992082174192
AC004840.8,0,0,0.106175298804781,0.113287590379224,0.122875166002656,0
RP4-607J2.1,0,0,0.111111111111111,0.13527180783818,0.0288222340035072,0.316687737041719
CHST12,0.91166706189234,0.382558691012568,0.601108608015177,0.412223418033235,0.467970465167869,0.428385107896609
GRIFIN,0.294148109787675,0.025116519937856,0.239599516658036,0.323280086045493,0.41157738591579,0.302226825479026
LFNG,0.579661058100857,0.194163206837109,0.512767647828468,0.387267098841868,0.474144349754372,0.403346322868866
BRAT1,0.779228174690087,0.34267817249989,0.638604406675719,0.491757559828873,0.507985457094047,0.560383722458277
IQCE,0.761429521908564,0.561258435509932,0.443356672897591,0.384367068332471,0.359290941925673,0.249833666001331
TTYH3,NA,0.439884809215263,0.46405922308824,0.404519986227189,0.436958086831314,0.317093936832879
AMZ1,0.577705767984446,0.519377835385612,0.521425793907972,0.464348412184057,0.531064327974411,0.464953985742061
GNA12,0.290741654333169,0.227429699062654,0.544080834658042,0.417757706854895,0.515618249674591,0.583456668311133
AC006028.11,0,0,0,0,0.0163934426229508,0.221206581352834
CARD11,0.414655418211093,0.435586937926639,0.317144576943648,0.271240189962831,0.336742642224931,0.264706572966808
AC004906.3,0.87940379403794,0,0.111653116531165,0.0915155305399208,0.130955503103418,0
AC091801.1,0.60381861575179,0,0.033890214797136,0.119552726951295,0.0760006260025823,0.0367541766109785
AC073316.2,0,0,0,0,0.0441088589194864,0
AC073316.1,0,0.394508670520231,0.0888888888888889,0.101341040462428,0.171837392210746,0.173294797687861
SDK1,0.906631553746708,0.535910940866651,0.380145239805283,0.344358299110514,0.387347175614645,0.290830739765382
RP11-30B1.1,0,0,0.0663442940038685,0,0.0172413793103448,0
AC011284.3,0,0.148802736602052,0.240478905359179,0.0106131041136742,0.0813503560947343,0
RP11-42B7.1,0,0,0,0.0330122924851096,0.0273584141302293,0
FOXK1,0.862716911387206,0.299671424170859,0.500790635588869,0.380081670049839,0.412302067570138,0.407618852038197
AP5Z1,0.981977709271994,0.290704292150818,0.436323874265539,0.424755039127342,0.467865820235814,0.546037467393882
RADIL,NA,0.456656407059649,0.44721497123414,0.397515067236889,0.39763402737543,0.2649705847976
Y_RNA,0,0,0.0637374796179828,0.0504555716819868,0.112665967854647,0.181656184486373
PAPOLB,0.529715762273902,0,0.283376399655469,0.261826674617372,0.215719207579673,0.268733850129199
AC092610.12,0.728064716863721,0,0.288052271313006,0.245511535181728,0.278479568554242,0
MMD2,0.587916785408948,0.496295240809347,0.467255628384155,0.431352346712848,0.494349424664446,0.521573097748646
RNF216P1,NA,0.379222972972973,0.578040540540541,0.504900734067401,0.499346221221221,0.571321321321321
RP11-730B22.1,NA,0.765452635265278,0.26292340317905,0.201197169854148,0.176093876930054,0.124706706356155
SPDYE19P,0,0.319571865443425,0.259836901121305,0.1142541624193,0.165885151206252,0.0556574923547401
RBAK,0.725088220467148,0.328852293732146,0.458746429171568,0.394331484904498,0.419289275111826,0.357788606956814
RBAKDN,0.286198461583802,0.148919866788482,0.366976363797118,0.333359782182393,0.387113553977189,0.402063010226636
OR10AH1P,0.53490990990991,0,0.0276463963963964,0.106779279279279,0.0502972234529612,0.108783783783784
ZNF890P,NA,0.152009456264775,0.222009456264775,0.22583451536643,0.217282874084409,0.176359338061466
WIPI2,NA,0.341353762048626,0.516551575312905,0.448455324840018,0.44603584538776,0.386131491871673
SLC29A4,0.573738758720813,0.374319474129935,0.475317354697925,0.432262277384671,0.514490073187385,0.368697826349962
TNRC18,0.632686436982119,0.472961186218927,0.611002083636187,0.450646896351214,0.499084884144903,0.610030527692979
AC093620.5,0.348380129589633,0.296148308135349,0.500489560835133,0.443611231101512,0.42903287736981,0.536904247660187
AC092171.2,0.645788667687596,0.0826186830015314,0.414241960183767,0.396519024620097,0.392332822868811,0.473445635528331
RP11-1275H24.2,0.132877623515759,0.297683239219349,0.517711827226539,0.409233601339349,0.35063150039543,0.249635573670728
RP11-1275H24.1,NA,0.103763159425348,0.306972475878426,0.345715385062794,0.30127508757315,0.319467225033444
RP11-1275H24.3,NA,0.363174152236652,0.358861431778098,0.343002344877345,0.373597001117162,0.381786616161616
FBXL18,NA,0.508293416729346,0.422643600807569,0.319601818552771,0.307738323018795,0.275776889275959
AC092171.4,NA,0.443812556869882,0.384185623293904,0.38761111499965,0.373572749420294,0.282729754322111
